id,Fecha,Temporada,Jornada,Equipo1,Equipo2,Goles1,Goles2
7167,12/12/1999,1999-2000,15,Rayo Vallecano,Málaga,4,1
7168,12/12/1999,1999-2000,15,Zaragoza,Numancia,3,3
7169,18/12/1999,1999-2000,16,Deportivo de La Coruña,Celta de Vigo,1,0
7170,18/12/1999,1999-2000,16,Real Madrid,Espanyol,2,1
7171,18/12/1999,1999-2000,16,Valladolid,Alavés,1,1
7172,19/12/1999,1999-2000,16,Athletic Club,Zaragoza,2,2
7173,19/12/1999,1999-2000,16,Barcelona,Atlético de Madrid,2,1
7174,19/12/1999,1999-2000,16,Betis,Mallorca,1,0
7175,19/12/1999,1999-2000,16,Málaga,Real Sociedad,0,0
7176,19/12/1999,1999-2000,16,Numancia,Racing de Santander,2,1
7177,19/12/1999,1999-2000,16,Oviedo,Sevilla,4,2
7178,19/12/1999,1999-2000,16,Valencia,Rayo Vallecano,3,1
7179,21/12/1999,1999-2000,17,Alavés,Real Madrid,1,3
7180,22/12/1999,1999-2000,17,Atlético de Madrid,Oviedo,5,0
7181,22/12/1999,1999-2000,17,Betis,Valladolid,0,1
7182,22/12/1999,1999-2000,17,Celta de Vigo,Málaga,2,4
7183,22/12/1999,1999-2000,17,Espanyol,Numancia,3,1
7184,22/12/1999,1999-2000,17,Mallorca,Sevilla,3,1
7185,22/12/1999,1999-2000,17,Racing de Santander,Athletic Club,2,2
7186,22/12/1999,1999-2000,17,Real Sociedad,Valencia,0,0
7187,22/12/1999,1999-2000,17,Rayo Vallecano,Barcelona,1,1
7188,22/12/1999,1999-2000,17,Zaragoza,Deportivo de La Coruña,2,1
7189,4/1/2000,1999-2000,18,Valencia,Celta de Vigo,1,1
7190,5/1/2000,1999-2000,18,Athletic Club,Espanyol,2,1
7191,5/1/2000,1999-2000,18,Barcelona,Real Sociedad,3,1
7192,5/1/2000,1999-2000,18,Deportivo de La Coruña,Racing de Santander,0,3
7193,5/1/2000,1999-2000,18,Málaga,Zaragoza,0,0
7194,5/1/2000,1999-2000,18,Mallorca,Valladolid,0,0
7195,5/1/2000,1999-2000,18,Numancia,Alavés,0,0
7196,5/1/2000,1999-2000,18,Oviedo,Rayo Vallecano,2,0
7197,5/1/2000,1999-2000,18,Sevilla,Atlético de Madrid,2,1
7198,26/01/2000,1999-2000,18,Real Madrid,Betis,2,1
7199,8/1/2000,1999-2000,19,Espanyol,Deportivo de La Coruña,0,0
7200,9/1/2000,1999-2000,19,Atlético de Madrid,Mallorca,1,0
7201,9/1/2000,1999-2000,19,Betis,Numancia,1,2
7202,9/1/2000,1999-2000,19,Celta de Vigo,Barcelona,0,2
7203,9/1/2000,1999-2000,19,Alavés,Athletic Club,1,2
7204,9/1/2000,1999-2000,19,Racing de Santander,Málaga,2,3
7205,9/1/2000,1999-2000,19,Real Sociedad,Oviedo,0,0
7206,9/1/2000,1999-2000,19,Rayo Vallecano,Sevilla,2,0
7207,9/1/2000,1999-2000,19,Zaragoza,Valencia,4,2
7208,15/02/2000,1999-2000,19,Valladolid,Real Madrid,0,1
7209,15/01/2000,1999-2000,20,Rayo Vallecano,Atlético de Madrid,1,1
7210,16/01/2000,1999-2000,20,Betis,Athletic Club,2,1
7211,16/01/2000,1999-2000,20,Celta de Vigo,Oviedo,5,3
7212,16/01/2000,1999-2000,20,Alavés,Deportivo de La Coruña,2,1
7213,16/01/2000,1999-2000,20,Espanyol,Málaga,0,2
7214,16/01/2000,1999-2000,20,Racing de Santander,Valencia,1,1
7215,16/01/2000,1999-2000,20,Real Sociedad,Sevilla,1,1
7216,16/01/2000,1999-2000,20,Valladolid,Numancia,2,0
7217,16/01/2000,1999-2000,20,Zaragoza,Barcelona,0,0
7218,17/01/2000,1999-2000,20,Real Madrid,Mallorca,2,1
7219,22/01/2000,1999-2000,21,Deportivo de La Coruña,Betis,2,0
7220,23/01/2000,1999-2000,21,Athletic Club,Valladolid,1,0
7221,23/01/2000,1999-2000,21,Atlético de Madrid,Real Sociedad,1,1
7222,23/01/2000,1999-2000,21,Barcelona,Racing de Santander,1,0
7223,23/01/2000,1999-2000,21,Málaga,Alavés,0,1
7224,23/01/2000,1999-2000,21,Mallorca,Rayo Vallecano,2,1
7225,23/01/2000,1999-2000,21,Numancia,Real Madrid,0,0
7226,23/01/2000,1999-2000,21,Oviedo,Zaragoza,1,0
7227,23/01/2000,1999-2000,21,Sevilla,Celta de Vigo,0,1
7228,23/01/2000,1999-2000,21,Valencia,Espanyol,1,2
7229,29/01/2000,1999-2000,22,Celta de Vigo,Atlético de Madrid,0,1
7230,29/01/2000,1999-2000,22,Espanyol,Barcelona,1,1
7231,30/01/2000,1999-2000,22,Betis,Málaga,0,0
7232,30/01/2000,1999-2000,22,Alavés,Valencia,0,1
7233,30/01/2000,1999-2000,22,Numancia,Mallorca,3,1
7234,30/01/2000,1999-2000,22,Racing de Santander,Oviedo,3,1
7235,30/01/2000,1999-2000,22,Real Sociedad,Rayo Vallecano,2,1
7236,30/01/2000,1999-2000,22,Real Madrid,Athletic Club,3,1
7237,30/01/2000,1999-2000,22,Valladolid,Deportivo de La Coruña,4,1
7238,30/01/2000,1999-2000,22,Zaragoza,Sevilla,2,1
7239,5/2/2000,1999-2000,23,Valencia,Betis,3,1
7240,6/2/2000,1999-2000,23,Athletic Club,Numancia,2,1
7241,6/2/2000,1999-2000,23,Atlético de Madrid,Zaragoza,2,2
7242,6/2/2000,1999-2000,23,Barcelona,Alavés,0,1
7243,6/2/2000,1999-2000,23,Deportivo de La Coruña,Real Madrid,5,2
7244,6/2/2000,1999-2000,23,Málaga,Valladolid,0,0
7245,6/2/2000,1999-2000,23,Mallorca,Real Sociedad,2,1
7246,6/2/2000,1999-2000,23,Rayo Vallecano,Celta de Vigo,1,0
7247,6/2/2000,1999-2000,23,Oviedo,Espanyol,1,0
7248,6/2/2000,1999-2000,23,Sevilla,Racing de Santander,1,0
7249,12/2/2000,1999-2000,24,Athletic Club,Mallorca,1,1
7250,12/2/2000,1999-2000,24,Real Madrid,Málaga,1,0
7251,12/2/2000,1999-2000,24,Valladolid,Valencia,0,0
7252,13/02/2000,1999-2000,24,Betis,Barcelona,2,1
7253,13/02/2000,1999-2000,24,Celta de Vigo,Real Sociedad,4,1
7254,13/02/2000,1999-2000,24,Alavés,Oviedo,1,0
7255,13/02/2000,1999-2000,24,Espanyol,Sevilla,2,2
7256,13/02/2000,1999-2000,24,Numancia,Deportivo de La Coruña,1,0
7257,13/02/2000,1999-2000,24,Racing de Santander,Atlético de Madrid,2,1
7258,13/02/2000,1999-2000,24,Zaragoza,Rayo Vallecano,1,1
7259,19/02/2000,1999-2000,25,Deportivo de La Coruña,Athletic Club,2,0
7260,20/02/2000,1999-2000,25,Atlético de Madrid,Espanyol,1,1
7261,20/02/2000,1999-2000,25,Barcelona,Valladolid,4,0
7262,20/02/2000,1999-2000,25,Málaga,Numancia,3,1
7263,20/02/2000,1999-2000,25,Mallorca,Celta de Vigo,1,0
7264,20/02/2000,1999-2000,25,Real Sociedad,Zaragoza,2,1
7265,20/02/2000,1999-2000,25,Rayo Vallecano,Racing de Santander,1,2
7266,20/02/2000,1999-2000,25,Oviedo,Betis,1,1
7267,20/02/2000,1999-2000,25,Sevilla,Alavés,2,2
7268,20/02/2000,1999-2000,25,Valencia,Real Madrid,1,1
7269,26/02/2000,1999-2000,26,Numancia,Valencia,1,2
7270,26/02/2000,1999-2000,26,Real Madrid,Barcelona,3,0
7271,27/02/2000,1999-2000,26,Athletic Club,Málaga,2,2
7272,27/02/2000,1999-2000,26,Betis,Sevilla,1,1
7273,27/02/2000,1999-2000,26,Alavés,Atlético de Madrid,2,0
7274,27/02/2000,1999-2000,26,Deportivo de La Coruña,Mallorca,2,1
7275,27/02/2000,1999-2000,26,Espanyol,Rayo Vallecano,5,1
7276,27/02/2000,1999-2000,26,Racing de Santander,Real Sociedad,0,0
7277,27/02/2000,1999-2000,26,Valladolid,Oviedo,2,1
7278,27/02/2000,1999-2000,26,Zaragoza,Celta de Vigo,2,1
7279,4/3/2000,1999-2000,27,Barcelona,Numancia,4,0
7280,4/3/2000,1999-2000,27,Oviedo,Real Madrid,1,1
7281,4/3/2000,1999-2000,27,Valencia,Athletic Club,2,0
7282,5/3/2000,1999-2000,27,Atlético de Madrid,Betis,0,0
7283,5/3/2000,1999-2000,27,Celta de Vigo,Racing de Santander,2,0
7284,5/3/2000,1999-2000,27,Málaga,Deportivo de La Coruña,1,0
7285,5/3/2000,1999-2000,27,Mallorca,Zaragoza,1,1
7286,5/3/2000,1999-2000,27,Real Sociedad,Espanyol,1,0
7287,5/3/2000,1999-2000,27,Rayo Vallecano,Alavés,0,1
7288,5/3/2000,1999-2000,27,Sevilla,Valladolid,0,1
7289,11/3/2000,1999-2000,28,Athletic Club,Barcelona,0,4
7290,11/3/2000,1999-2000,28,Betis,Rayo Vallecano,1,1
7291,11/3/2000,1999-2000,28,Real Madrid,Sevilla,3,1
7292,12/3/2000,1999-2000,28,Alavés,Real Sociedad,2,1
7293,12/3/2000,1999-2000,28,Deportivo de La Coruña,Valencia,2,0
7294,12/3/2000,1999-2000,28,Espanyol,Celta de Vigo,3,0
7295,12/3/2000,1999-2000,28,Málaga,Mallorca,0,0
7296,12/3/2000,1999-2000,28,Numancia,Oviedo,1,1
7297,12/3/2000,1999-2000,28,Racing de Santander,Zaragoza,1,2
7298,12/3/2000,1999-2000,28,Valladolid,Atlético de Madrid,1,0
7299,18/03/2000,1999-2000,29,Atlético de Madrid,Real Madrid,1,1
7300,18/03/2000,1999-2000,29,Barcelona,Deportivo de La Coruña,2,1
7301,18/03/2000,1999-2000,29,Valencia,Málaga,2,2
7302,19/03/2000,1999-2000,29,Celta de Vigo,Alavés,1,1
7303,19/03/2000,1999-2000,29,Mallorca,Racing de Santander,1,2
7304,19/03/2000,1999-2000,29,Real Sociedad,Betis,1,0
7305,19/03/2000,1999-2000,29,Rayo Vallecano,Valladolid,4,1
7306,19/03/2000,1999-2000,29,Oviedo,Athletic Club,1,0
7307,19/03/2000,1999-2000,29,Sevilla,Numancia,4,0
7308,19/03/2000,1999-2000,29,Zaragoza,Espanyol,1,1
7309,25/03/2000,1999-2000,30,Athletic Club,Sevilla,1,1
7310,25/03/2000,1999-2000,30,Alavés,Zaragoza,0,2
7311,25/03/2000,1999-2000,30,Espanyol,Racing de Santander,1,0
7312,25/03/2000,1999-2000,30,Málaga,Barcelona,1,2
7313,25/03/2000,1999-2000,30,Numancia,Atlético de Madrid,3,0
7314,25/03/2000,1999-2000,30,Real Madrid,Rayo Vallecano,0,0
7315,25/03/2000,1999-2000,30,Valencia,Mallorca,1,0
7316,25/03/2000,1999-2000,30,Valladolid,Real Sociedad,2,1
7317,26/03/2000,1999-2000,30,Betis,Celta de Vigo,0,0
7318,26/03/2000,1999-2000,30,Deportivo de La Coruña,Oviedo,3,1
7319,1/4/2000,1999-2000,31,Real Sociedad,Real Madrid,1,1
7320,2/4/2000,1999-2000,31,Atlético de Madrid,Athletic Club,1,2
7321,2/4/2000,1999-2000,31,Barcelona,Valencia,3,0
7322,2/4/2000,1999-2000,31,Celta de Vigo,Valladolid,1,1
7323,2/4/2000,1999-2000,31,Mallorca,Espanyol,1,3
7324,2/4/2000,1999-2000,31,Racing de Santander,Alavés,0,0
7325,2/4/2000,1999-2000,31,Rayo Vallecano,Numancia,0,0
7326,2/4/2000,1999-2000,31,Oviedo,Málaga,2,2
7327,2/4/2000,1999-2000,31,Sevilla,Deportivo de La Coruña,1,3
7328,2/4/2000,1999-2000,31,Zaragoza,Betis,1,0
7329,8/4/2000,1999-2000,32,Deportivo de La Coruña,Atlético de Madrid,4,1
7330,9/4/2000,1999-2000,32,Athletic Club,Rayo Vallecano,1,2
7331,9/4/2000,1999-2000,32,Barcelona,Mallorca,0,3
7332,9/4/2000,1999-2000,32,Betis,Racing de Santander,2,2
7333,9/4/2000,1999-2000,32,Alavés,Espanyol,0,0
7334,9/4/2000,1999-2000,32,Málaga,Sevilla,3,0
7335,9/4/2000,1999-2000,32,Numancia,Real Sociedad,1,2
7336,9/4/2000,1999-2000,32,Real Madrid,Celta de Vigo,1,0
7337,9/4/2000,1999-2000,32,Valencia,Oviedo,6,2
7338,9/4/2000,1999-2000,32,Valladolid,Zaragoza,1,1
7339,15/04/2000,1999-2000,33,Oviedo,Barcelona,3,0
7340,15/04/2000,1999-2000,33,Sevilla,Valencia,1,2
7341,15/04/2000,1999-2000,33,Zaragoza,Real Madrid,0,1
7342,16/04/2000,1999-2000,33,Atlético de Madrid,Málaga,2,2
7343,16/04/2000,1999-2000,33,Celta de Vigo,Numancia,0,0
7344,16/04/2000,1999-2000,33,Espanyol,Betis,3,0
7345,16/04/2000,1999-2000,33,Mallorca,Alavés,2,0
7346,16/04/2000,1999-2000,33,Racing de Santander,Valladolid,1,1
7347,16/04/2000,1999-2000,33,Real Sociedad,Athletic Club,4,1
7348,16/04/2000,1999-2000,33,Rayo Vallecano,Deportivo de La Coruña,2,0
7349,22/04/2000,1999-2000,34,Athletic Club,Celta de Vigo,1,0
7350,22/04/2000,1999-2000,34,Barcelona,Sevilla,2,0
7351,22/04/2000,1999-2000,34,Málaga,Rayo Vallecano,2,0
7352,22/04/2000,1999-2000,34,Numancia,Zaragoza,1,2
7353,22/04/2000,1999-2000,34,Real Madrid,Racing de Santander,2,4
7354,22/04/2000,1999-2000,34,Valencia,Atlético de Madrid,2,0
7355,22/04/2000,1999-2000,34,Valladolid,Espanyol,1,0
7356,23/04/2000,1999-2000,34,Betis,Alavés,0,1
7357,23/04/2000,1999-2000,34,Deportivo de La Coruña,Real Sociedad,2,0
7358,23/04/2000,1999-2000,34,Oviedo,Mallorca,0,0
7359,29/04/2000,1999-2000,35,Atlético de Madrid,Barcelona,0,3
7360,29/04/2000,1999-2000,35,Espanyol,Real Madrid,0,2
7361,29/04/2000,1999-2000,35,Rayo Vallecano,Valencia,1,3
7362,30/04/2000,1999-2000,35,Celta de Vigo,Deportivo de La Coruña,2,1
7363,30/04/2000,1999-2000,35,Alavés,Valladolid,1,0
7364,30/04/2000,1999-2000,35,Mallorca,Betis,4,0
7365,30/04/2000,1999-2000,35,Racing de Santander,Numancia,1,1
7366,30/04/2000,1999-2000,35,Real Sociedad,Málaga,2,2
7367,30/04/2000,1999-2000,35,Sevilla,Oviedo,2,3
7368,30/04/2000,1999-2000,35,Zaragoza,Athletic Club,0,0
7369,6/5/2000,1999-2000,36,Barcelona,Rayo Vallecano,0,2
7370,6/5/2000,1999-2000,36,Numancia,Espanyol,2,0
7371,6/5/2000,1999-2000,36,Real Madrid,Alavés,0,1
7372,6/5/2000,1999-2000,36,Valencia,Real Sociedad,4,0
7373,7/5/2000,1999-2000,36,Athletic Club,Racing de Santander,2,2
7374,7/5/2000,1999-2000,36,Deportivo de La Coruña,Zaragoza,2,2
7375,7/5/2000,1999-2000,36,Málaga,Celta de Vigo,0,1
7376,7/5/2000,1999-2000,36,Oviedo,Atlético de Madrid,2,2
7377,7/5/2000,1999-2000,36,Sevilla,Mallorca,0,4
7378,7/5/2000,1999-2000,36,Valladolid,Betis,0,3
7379,13/05/2000,1999-2000,37,Atlético de Madrid,Sevilla,1,1
7380,14/05/2000,1999-2000,37,Betis,Real Madrid,0,2
7381,14/05/2000,1999-2000,37,Celta de Vigo,Valencia,0,0
7382,14/05/2000,1999-2000,37,Alavés,Numancia,2,2
7383,14/05/2000,1999-2000,37,Espanyol,Athletic Club,0,0
7384,14/05/2000,1999-2000,37,Racing de Santander,Deportivo de La Coruña,0,0
7385,14/05/2000,1999-2000,37,Real Sociedad,Barcelona,0,0
7386,14/05/2000,1999-2000,37,Rayo Vallecano,Oviedo,1,2
7387,14/05/2000,1999-2000,37,Valladolid,Mallorca,2,1
7388,14/05/2000,1999-2000,37,Zaragoza,Málaga,3,2
7389,9/9/2000,2000-2001,1,Barcelona,Málaga,2,1
7390,9/9/2000,2000-2001,1,Deportivo de La Coruña,Athletic Club,2,0
7391,9/9/2000,2000-2001,1,Real Sociedad,Racing de Santander,2,2
7392,9/9/2000,2000-2001,1,Real Madrid,Valencia,2,1
7393,9/9/2000,2000-2001,1,Zaragoza,Espanyol,1,2
7394,10/9/2000,2000-2001,1,Las Palmas,Alavés,0,3
7395,10/9/2000,2000-2001,1,Mallorca,Valladolid,1,1
7396,10/9/2000,2000-2001,1,Numancia,Oviedo,1,0
7397,10/9/2000,2000-2001,1,Osasuna,Celta de Vigo,0,2
7398,10/9/2000,2000-2001,1,Villarreal,Rayo Vallecano,1,5
7399,16/09/2000,2000-2001,2,Athletic Club,Barcelona,3,1
7400,16/09/2000,2000-2001,2,Málaga,Real Madrid,3,3
7401,16/09/2000,2000-2001,2,Racing de Santander,Deportivo de La Coruña,0,3
7402,16/09/2000,2000-2001,2,Valencia,Mallorca,4,0
7403,16/09/2000,2000-2001,2,Valladolid,Numancia,2,0
7404,17/09/2000,2000-2001,2,Celta de Vigo,Real Sociedad,4,1
7405,17/09/2000,2000-2001,2,Alavés,Villarreal,0,1
7406,17/09/2000,2000-2001,2,Espanyol,Osasuna,1,2
7407,17/09/2000,2000-2001,2,Rayo Vallecano,Zaragoza,0,0
7408,17/09/2000,2000-2001,2,Oviedo,Las Palmas,2,2
7409,23/09/2000,2000-2001,3,Barcelona,Racing de Santander,3,1
7410,23/09/2000,2000-2001,3,Las Palmas,Valladolid,1,1
7411,23/09/2000,2000-2001,3,Real Sociedad,Deportivo de La Coruña,1,1
7412,23/09/2000,2000-2001,3,Real Madrid,Athletic Club,4,1
7413,23/09/2000,2000-2001,3,Zaragoza,Alavés,2,2
7414,24/09/2000,2000-2001,3,Celta de Vigo,Espanyol,1,0
7415,24/09/2000,2000-2001,3,Mallorca,Málaga,0,1
7416,24/09/2000,2000-2001,3,Numancia,Valencia,0,3
7417,24/09/2000,2000-2001,3,Osasuna,Rayo Vallecano,2,2
7418,24/09/2000,2000-2001,3,Villarreal,Oviedo,1,0
7419,30/09/2000,2000-2001,4,Racing de Santander,Real Madrid,0,0
7420,1/10/2000,2000-2001,4,Athletic Club,Mallorca,2,1
7421,1/10/2000,2000-2001,4,Alavés,Osasuna,2,0
7422,1/10/2000,2000-2001,4,Deportivo de La Coruña,Barcelona,2,0
7423,1/10/2000,2000-2001,4,Málaga,Numancia,1,3
7424,1/10/2000,2000-2001,4,Rayo Vallecano,Celta de Vigo,3,0
7425,1/10/2000,2000-2001,4,Oviedo,Zaragoza,2,1
7426,1/10/2000,2000-2001,4,Valencia,Las Palmas,5,1
7427,1/10/2000,2000-2001,4,Valladolid,Villarreal,0,0
7428,1/10/2000,2000-2001,4,Espanyol,Real Sociedad,1,2
7429,14/10/2000,2000-2001,5,Espanyol,Rayo Vallecano,0,0
7430,14/10/2000,2000-2001,5,Las Palmas,Málaga,2,1
7431,14/10/2000,2000-2001,5,Real Sociedad,Barcelona,0,6
7432,14/10/2000,2000-2001,5,Real Madrid,Deportivo de La Coruña,3,0
7433,14/10/2000,2000-2001,5,Villarreal,Valencia,1,1
7434,15/10/2000,2000-2001,5,Celta de Vigo,Alavés,1,1
7435,15/10/2000,2000-2001,5,Mallorca,Racing de Santander,2,1
7436,15/10/2000,2000-2001,5,Numancia,Athletic Club,0,0
7437,15/10/2000,2000-2001,5,Osasuna,Oviedo,0,0
7438,15/10/2000,2000-2001,5,Zaragoza,Valladolid,0,0
7439,21/10/2000,2000-2001,6,Barcelona,Real Madrid,2,0
7440,21/10/2000,2000-2001,6,Deportivo de La Coruña,Mallorca,1,1
7441,21/10/2000,2000-2001,6,Valencia,Zaragoza,1,0
7442,22/10/2000,2000-2001,6,Athletic Club,Las Palmas,0,3
7443,22/10/2000,2000-2001,6,Alavés,Espanyol,1,0
7444,22/10/2000,2000-2001,6,Málaga,Villarreal,2,1
7445,22/10/2000,2000-2001,6,Racing de Santander,Numancia,4,2
7446,22/10/2000,2000-2001,6,Rayo Vallecano,Real Sociedad,4,1
7447,22/10/2000,2000-2001,6,Oviedo,Celta de Vigo,3,1
7448,22/10/2000,2000-2001,6,Valladolid,Osasuna,1,1
7449,28/10/2000,2000-2001,7,Las Palmas,Racing de Santander,2,1
7450,28/10/2000,2000-2001,7,Mallorca,Barcelona,2,0
7451,28/10/2000,2000-2001,7,Numancia,Deportivo de La Coruña,1,2
7452,28/10/2000,2000-2001,7,Villarreal,Athletic Club,0,0
7453,28/10/2000,2000-2001,7,Zaragoza,Málaga,1,1
7454,29/10/2000,2000-2001,7,Celta de Vigo,Valladolid,2,1
7455,29/10/2000,2000-2001,7,Espanyol,Oviedo,2,0
7456,29/10/2000,2000-2001,7,Osasuna,Valencia,1,2
7457,29/10/2000,2000-2001,7,Real Sociedad,Real Madrid,1,4
7458,29/10/2000,2000-2001,7,Rayo Vallecano,Alavés,0,1
7459,31/10/2000,2000-2001,8,Deportivo de La Coruña,Las Palmas,4,0
7460,1/11/2000,2000-2001,8,Athletic Club,Zaragoza,1,2
7461,1/11/2000,2000-2001,8,Barcelona,Numancia,1,1
7462,1/11/2000,2000-2001,8,Alavés,Real Sociedad,0,1
7463,1/11/2000,2000-2001,8,Málaga,Osasuna,3,1
7464,1/11/2000,2000-2001,8,Racing de Santander,Villarreal,3,1
7465,1/11/2000,2000-2001,8,Real Madrid,Mallorca,0,2
7466,1/11/2000,2000-2001,8,Oviedo,Rayo Vallecano,4,1
7467,1/11/2000,2000-2001,8,Valencia,Celta de Vigo,1,0
7468,1/11/2000,2000-2001,8,Valladolid,Espanyol,1,1
7469,4/11/2000,2000-2001,9,Celta de Vigo,Málaga,1,0
7470,4/11/2000,2000-2001,9,Espanyol,Valencia,1,0
7471,4/11/2000,2000-2001,9,Las Palmas,Barcelona,0,1
7472,4/11/2000,2000-2001,9,Numancia,Real Madrid,3,1
7473,4/11/2000,2000-2001,9,Villarreal,Deportivo de La Coruña,3,2
7474,5/11/2000,2000-2001,9,Alavés,Oviedo,4,0
7475,5/11/2000,2000-2001,9,Osasuna,Athletic Club,1,1
7476,5/11/2000,2000-2001,9,Real Sociedad,Mallorca,0,1
7477,5/11/2000,2000-2001,9,Rayo Vallecano,Valladolid,2,1
7478,5/11/2000,2000-2001,9,Zaragoza,Racing de Santander,2,0
7479,11/11/2000,2000-2001,10,Deportivo de La Coruña,Zaragoza,2,0
7480,12/11/2000,2000-2001,10,Athletic Club,Celta de Vigo,2,1
7481,12/11/2000,2000-2001,10,Barcelona,Villarreal,1,2
7482,12/11/2000,2000-2001,10,Málaga,Espanyol,0,0
7483,12/11/2000,2000-2001,10,Mallorca,Numancia,2,1
7484,12/11/2000,2000-2001,10,Racing de Santander,Osasuna,0,0
7485,12/11/2000,2000-2001,10,Real Madrid,Las Palmas,5,1
7486,12/11/2000,2000-2001,10,Oviedo,Real Sociedad,1,0
7487,12/11/2000,2000-2001,10,Valencia,Rayo Vallecano,2,2
7488,12/11/2000,2000-2001,10,Valladolid,Alavés,2,1
7489,18/11/2000,2000-2001,11,Alavés,Valencia,1,1
7490,18/11/2000,2000-2001,11,Las Palmas,Mallorca,1,0
7491,18/11/2000,2000-2001,11,Osasuna,Deportivo de La Coruña,1,1
7492,18/11/2000,2000-2001,11,Villarreal,Real Madrid,0,1
7493,19/11/2000,2000-2001,11,Celta de Vigo,Racing de Santander,1,1
7494,19/11/2000,2000-2001,11,Espanyol,Athletic Club,2,1
7495,19/11/2000,2000-2001,11,Real Sociedad,Numancia,4,1
7496,19/11/2000,2000-2001,11,Rayo Vallecano,Málaga,4,2
7497,19/11/2000,2000-2001,11,Oviedo,Valladolid,4,1
7498,19/11/2000,2000-2001,11,Zaragoza,Barcelona,3,1
7499,25/11/2000,2000-2001,12,Mallorca,Villarreal,2,1
7500,26/11/2000,2000-2001,12,Athletic Club,Rayo Vallecano,4,2
7501,26/11/2000,2000-2001,12,Barcelona,Osasuna,2,0
7502,26/11/2000,2000-2001,12,Deportivo de La Coruña,Celta de Vigo,1,0
7503,26/11/2000,2000-2001,12,Málaga,Alavés,3,1
7504,26/11/2000,2000-2001,12,Numancia,Las Palmas,0,1
7505,26/11/2000,2000-2001,12,Racing de Santander,Espanyol,1,2
7506,26/11/2000,2000-2001,12,Valencia,Oviedo,2,0
7507,26/11/2000,2000-2001,12,Valladolid,Real Sociedad,2,1
7508,24/01/2001,2000-2001,12,Real Madrid,Zaragoza,3,0
7509,2/12/2000,2000-2001,13,Celta de Vigo,Barcelona,3,3
7510,2/12/2000,2000-2001,13,Espanyol,Deportivo de La Coruña,0,2
7511,2/12/2000,2000-2001,13,Osasuna,Real Madrid,2,3
7512,2/12/2000,2000-2001,13,Rayo Vallecano,Racing de Santander,4,1
7513,2/12/2000,2000-2001,13,Valladolid,Valencia,0,0
7514,3/12/2000,2000-2001,13,Alavés,Athletic Club,2,1
7515,3/12/2000,2000-2001,13,Real Sociedad,Las Palmas,1,1
7516,3/12/2000,2000-2001,13,Oviedo,Málaga,3,2
7517,3/12/2000,2000-2001,13,Villarreal,Numancia,0,0
7518,3/12/2000,2000-2001,13,Zaragoza,Mallorca,1,1
7519,9/12/2000,2000-2001,14,Las Palmas,Villarreal,1,5
7520,9/12/2000,2000-2001,14,Numancia,Zaragoza,1,1
7521,9/12/2000,2000-2001,14,Valencia,Real Sociedad,2,0
7522,10/12/2000,2000-2001,14,Athletic Club,Oviedo,4,0
7523,10/12/2000,2000-2001,14,Barcelona,Espanyol,4,2
7524,10/12/2000,2000-2001,14,Deportivo de La Coruña,Rayo Vallecano,1,1
7525,10/12/2000,2000-2001,14,Málaga,Valladolid,3,1
7526,10/12/2000,2000-2001,14,Mallorca,Osasuna,1,1
7527,10/12/2000,2000-2001,14,Racing de Santander,Alavés,2,1
7528,10/12/2000,2000-2001,14,Real Madrid,Celta de Vigo,3,0
7529,16/12/2000,2000-2001,15,Alavés,Deportivo de La Coruña,3,1
7530,16/12/2000,2000-2001,15,Espanyol,Real Madrid,1,2
7531,16/12/2000,2000-2001,15,Real Sociedad,Villarreal,0,2
7532,16/12/2000,2000-2001,15,Rayo Vallecano,Barcelona,2,2
7533,16/12/2000,2000-2001,15,Zaragoza,Las Palmas,3,1
7534,17/12/2000,2000-2001,15,Celta de Vigo,Mallorca,2,2
7535,17/12/2000,2000-2001,15,Osasuna,Numancia,2,0
7536,17/12/2000,2000-2001,15,Oviedo,Racing de Santander,1,0
7537,17/12/2000,2000-2001,15,Valencia,Málaga,2,0
7538,17/12/2000,2000-2001,15,Valladolid,Athletic Club,0,0
7539,19/12/2000,2000-2001,16,Real Madrid,Rayo Vallecano,3,1
7540,20/12/2000,2000-2001,16,Athletic Club,Valencia,1,1
7541,20/12/2000,2000-2001,16,Barcelona,Alavés,3,2
7542,20/12/2000,2000-2001,16,Deportivo de La Coruña,Oviedo,3,0
7543,20/12/2000,2000-2001,16,Las Palmas,Osasuna,3,2
7544,20/12/2000,2000-2001,16,Málaga,Real Sociedad,3,0
7545,20/12/2000,2000-2001,16,Mallorca,Espanyol,3,2
7546,20/12/2000,2000-2001,16,Numancia,Celta de Vigo,4,2
7547,20/12/2000,2000-2001,16,Racing de Santander,Valladolid,2,2
7548,20/12/2000,2000-2001,16,Villarreal,Zaragoza,1,1
7549,6/1/2001,2000-2001,17,Málaga,Athletic Club,2,1
7550,7/1/2001,2000-2001,17,Celta de Vigo,Las Palmas,0,1
7551,7/1/2001,2000-2001,17,Alavés,Real Madrid,1,3
7552,7/1/2001,2000-2001,17,Espanyol,Numancia,2,0
7553,7/1/2001,2000-2001,17,Osasuna,Villarreal,1,0
7554,7/1/2001,2000-2001,17,Real Sociedad,Zaragoza,1,1
7555,7/1/2001,2000-2001,17,Rayo Vallecano,Mallorca,2,2
7556,7/1/2001,2000-2001,17,Oviedo,Barcelona,2,3
