id,Fecha,Temporada,Jornada,Equipo1,Equipo2,Goles1,Goles2
1,8/9/1979,1979-1980,1,Betis,Rayo Vallecano,1,2
2,8/9/1979,1979-1980,1,Español,AD Almería,5,2
3,8/9/1979,1979-1980,1,Sporting de Gijón,Sevilla,2,1
4,8/9/1979,1979-1980,1,Real Sociedad,Las Palmas,1,0
5,9/9/1979,1979-1980,1,Burgos,CD Málaga,1,0
6,9/9/1979,1979-1980,1,Hércules,Atlético de Madrid,2,3
7,9/9/1979,1979-1980,1,Real Madrid,Valencia,3,1
8,9/9/1979,1979-1980,1,Salamanca,Athletic Club,2,1
9,9/9/1979,1979-1980,1,Zaragoza,Barcelona,2,2
10,15/09/1979,1979-1980,2,Athletic Club,Real Sociedad,0,1
11,15/09/1979,1979-1980,2,Atlético de Madrid,Sporting de Gijón,1,3
12,15/09/1979,1979-1980,2,Barcelona,Betis,5,0
13,15/09/1979,1979-1980,2,Las Palmas,Hércules,2,1
14,15/09/1979,1979-1980,2,CD Málaga,Español,1,2
15,15/09/1979,1979-1980,2,Valencia,Salamanca,2,2
16,16/09/1979,1979-1980,2,AD Almería,Zaragoza,1,0
17,16/09/1979,1979-1980,2,Rayo Vallecano,Real Madrid,1,2
18,16/09/1979,1979-1980,2,Sevilla,Burgos,6,1
19,22/09/1979,1979-1980,3,Español,Zaragoza,2,0
20,23/09/1979,1979-1980,3,Betis,AD Almería,0,0
21,23/09/1979,1979-1980,3,Burgos,Atlético de Madrid,1,1
22,23/09/1979,1979-1980,3,Sporting de Gijón,Las Palmas,4,1
23,23/09/1979,1979-1980,3,Hércules,Athletic Club,2,1
24,23/09/1979,1979-1980,3,CD Málaga,Sevilla,2,1
25,23/09/1979,1979-1980,3,Real Sociedad,Valencia,0,0
26,23/09/1979,1979-1980,3,Real Madrid,Barcelona,3,2
27,23/09/1979,1979-1980,3,Salamanca,Rayo Vallecano,3,0
28,29/09/1979,1979-1980,4,Atlético de Madrid,CD Málaga,0,0
29,29/09/1979,1979-1980,4,Las Palmas,Burgos,2,1
30,29/09/1979,1979-1980,4,Valencia,Hércules,0,0
31,30/09/1979,1979-1980,4,AD Almería,Real Madrid,1,1
32,30/09/1979,1979-1980,4,Athletic Club,Sporting de Gijón,2,3
33,30/09/1979,1979-1980,4,Barcelona,Salamanca,0,0
34,30/09/1979,1979-1980,4,Rayo Vallecano,Real Sociedad,1,1
35,30/09/1979,1979-1980,4,Sevilla,Español,2,1
36,30/09/1979,1979-1980,4,Zaragoza,Betis,5,1
37,14/10/1979,1979-1980,5,Burgos,Athletic Club,1,1
38,14/10/1979,1979-1980,5,Español,Betis,0,0
39,14/10/1979,1979-1980,5,Sporting de Gijón,Valencia,4,2
40,14/10/1979,1979-1980,5,Hércules,Rayo Vallecano,2,2
41,14/10/1979,1979-1980,5,CD Málaga,Las Palmas,1,0
42,14/10/1979,1979-1980,5,Real Sociedad,Barcelona,4,3
43,14/10/1979,1979-1980,5,Real Madrid,Zaragoza,3,2
44,14/10/1979,1979-1980,5,Salamanca,AD Almería,2,1
45,14/10/1979,1979-1980,5,Sevilla,Atlético de Madrid,2,2
46,20/10/1979,1979-1980,6,Barcelona,Hércules,2,0
47,20/10/1979,1979-1980,6,Las Palmas,Sevilla,2,0
48,20/10/1979,1979-1980,6,Valencia,Burgos,3,1
49,21/10/1979,1979-1980,6,AD Almería,Real Sociedad,0,0
50,21/10/1979,1979-1980,6,Athletic Club,CD Málaga,3,1
51,21/10/1979,1979-1980,6,Atlético de Madrid,Español,1,1
52,21/10/1979,1979-1980,6,Betis,Real Madrid,2,3
53,21/10/1979,1979-1980,6,Rayo Vallecano,Sporting de Gijón,1,2
54,21/10/1979,1979-1980,6,Zaragoza,Salamanca,1,2
55,28/10/1979,1979-1980,7,Atlético de Madrid,Las Palmas,0,0
56,28/10/1979,1979-1980,7,Burgos,Rayo Vallecano,1,1
57,28/10/1979,1979-1980,7,Español,Real Madrid,0,0
58,28/10/1979,1979-1980,7,Sporting de Gijón,Barcelona,4,1
59,28/10/1979,1979-1980,7,Hércules,AD Almería,4,0
60,28/10/1979,1979-1980,7,CD Málaga,Valencia,2,1
61,28/10/1979,1979-1980,7,Real Sociedad,Zaragoza,2,1
62,28/10/1979,1979-1980,7,Salamanca,Betis,3,0
63,28/10/1979,1979-1980,7,Sevilla,Athletic Club,3,1
64,3/11/1979,1979-1980,8,Barcelona,Burgos,1,0
65,3/11/1979,1979-1980,8,Las Palmas,Español,1,0
66,3/11/1979,1979-1980,8,Real Madrid,Salamanca,2,0
67,4/11/1979,1979-1980,8,AD Almería,Sporting de Gijón,0,0
68,4/11/1979,1979-1980,8,Athletic Club,Atlético de Madrid,2,1
69,4/11/1979,1979-1980,8,Betis,Real Sociedad,1,1
70,4/11/1979,1979-1980,8,Rayo Vallecano,CD Málaga,5,1
71,4/11/1979,1979-1980,8,Valencia,Sevilla,2,1
72,4/11/1979,1979-1980,8,Zaragoza,Hércules,1,0
73,10/11/1979,1979-1980,9,Las Palmas,Athletic Club,1,1
74,11/11/1979,1979-1980,9,Atlético de Madrid,Valencia,0,1
75,11/11/1979,1979-1980,9,Burgos,AD Almería,2,1
76,11/11/1979,1979-1980,9,Español,Salamanca,1,1
77,11/11/1979,1979-1980,9,Sporting de Gijón,Zaragoza,1,4
78,11/11/1979,1979-1980,9,Hércules,Betis,1,1
79,11/11/1979,1979-1980,9,CD Málaga,Barcelona,0,0
80,11/11/1979,1979-1980,9,Real Sociedad,Real Madrid,4,0
81,11/11/1979,1979-1980,9,Sevilla,Rayo Vallecano,1,1
82,18/11/1979,1979-1980,10,AD Almería,CD Málaga,3,2
83,18/11/1979,1979-1980,10,Athletic Club,Español,2,0
84,18/11/1979,1979-1980,10,Barcelona,Sevilla,0,0
85,18/11/1979,1979-1980,10,Betis,Sporting de Gijón,1,0
86,18/11/1979,1979-1980,10,Rayo Vallecano,Atlético de Madrid,4,1
87,18/11/1979,1979-1980,10,Real Madrid,Hércules,5,0
88,18/11/1979,1979-1980,10,Salamanca,Real Sociedad,0,1
89,18/11/1979,1979-1980,10,Valencia,Las Palmas,4,0
90,18/11/1979,1979-1980,10,Zaragoza,Burgos,5,0
91,25/11/1979,1979-1980,11,Athletic Club,Valencia,4,0
92,25/11/1979,1979-1980,11,Atlético de Madrid,Barcelona,2,1
93,25/11/1979,1979-1980,11,Burgos,Betis,1,1
94,25/11/1979,1979-1980,11,Español,Real Sociedad,1,2
95,25/11/1979,1979-1980,11,Sporting de Gijón,Real Madrid,1,1
96,25/11/1979,1979-1980,11,Hércules,Salamanca,4,0
97,25/11/1979,1979-1980,11,Las Palmas,Rayo Vallecano,3,0
98,25/11/1979,1979-1980,11,CD Málaga,Zaragoza,1,1
99,25/11/1979,1979-1980,11,Sevilla,AD Almería,3,1
100,2/12/1979,1979-1980,12,AD Almería,Atlético de Madrid,2,1
101,2/12/1979,1979-1980,12,Barcelona,Las Palmas,1,0
102,2/12/1979,1979-1980,12,Betis,CD Málaga,2,1
103,2/12/1979,1979-1980,12,Real Sociedad,Hércules,1,1
104,2/12/1979,1979-1980,12,Rayo Vallecano,Athletic Club,2,1
105,2/12/1979,1979-1980,12,Real Madrid,Burgos,2,1
106,2/12/1979,1979-1980,12,Salamanca,Sporting de Gijón,0,1
107,2/12/1979,1979-1980,12,Valencia,Español,5,1
108,2/12/1979,1979-1980,12,Zaragoza,Sevilla,1,0
109,15/12/1979,1979-1980,13,Las Palmas,AD Almería,3,2
110,16/12/1979,1979-1980,13,Athletic Club,Barcelona,2,1
111,16/12/1979,1979-1980,13,Atlético de Madrid,Zaragoza,3,0
112,16/12/1979,1979-1980,13,Burgos,Salamanca,2,0
113,16/12/1979,1979-1980,13,Español,Hércules,0,0
114,16/12/1979,1979-1980,13,Sporting de Gijón,Real Sociedad,0,1
115,16/12/1979,1979-1980,13,CD Málaga,Real Madrid,1,4
116,16/12/1979,1979-1980,13,Sevilla,Betis,2,1
117,16/12/1979,1979-1980,13,Valencia,Rayo Vallecano,2,1
118,30/12/1979,1979-1980,14,AD Almería,Athletic Club,4,2
119,30/12/1979,1979-1980,14,Barcelona,Valencia,2,1
120,30/12/1979,1979-1980,14,Betis,Atlético de Madrid,0,0
121,30/12/1979,1979-1980,14,Hércules,Sporting de Gijón,1,1
122,30/12/1979,1979-1980,14,Real Sociedad,Burgos,2,2
123,30/12/1979,1979-1980,14,Rayo Vallecano,Español,2,2
124,30/12/1979,1979-1980,14,Real Madrid,Sevilla,2,0
125,30/12/1979,1979-1980,14,Salamanca,CD Málaga,3,0
126,30/12/1979,1979-1980,14,Zaragoza,Las Palmas,4,0
127,6/1/1980,1979-1980,15,Athletic Club,Zaragoza,3,1
128,6/1/1980,1979-1980,15,Atlético de Madrid,Real Madrid,1,1
129,6/1/1980,1979-1980,15,Burgos,Hércules,1,1
130,6/1/1980,1979-1980,15,Español,Sporting de Gijón,1,0
131,6/1/1980,1979-1980,15,Las Palmas,Betis,1,0
132,6/1/1980,1979-1980,15,CD Málaga,Real Sociedad,0,0
133,6/1/1980,1979-1980,15,Rayo Vallecano,Barcelona,0,0
134,6/1/1980,1979-1980,15,Sevilla,Salamanca,2,0
135,6/1/1980,1979-1980,15,Valencia,AD Almería,1,1
136,13/01/1980,1979-1980,16,AD Almería,Rayo Vallecano,3,3
137,13/01/1980,1979-1980,16,Betis,Athletic Club,0,0
138,13/01/1980,1979-1980,16,Español,Barcelona,2,0
139,13/01/1980,1979-1980,16,Sporting de Gijón,Burgos,2,0
140,13/01/1980,1979-1980,16,Hércules,CD Málaga,1,0
141,13/01/1980,1979-1980,16,Real Sociedad,Sevilla,2,0
142,13/01/1980,1979-1980,16,Real Madrid,Las Palmas,3,1
143,13/01/1980,1979-1980,16,Salamanca,Atlético de Madrid,1,1
144,13/01/1980,1979-1980,16,Zaragoza,Valencia,1,1
145,20/01/1980,1979-1980,17,Athletic Club,Real Madrid,3,0
146,20/01/1980,1979-1980,17,Atlético de Madrid,Real Sociedad,1,1
147,20/01/1980,1979-1980,17,Barcelona,AD Almería,2,0
148,20/01/1980,1979-1980,17,Burgos,Español,0,0
149,20/01/1980,1979-1980,17,Las Palmas,Salamanca,1,0
150,20/01/1980,1979-1980,17,CD Málaga,Sporting de Gijón,0,3
151,20/01/1980,1979-1980,17,Rayo Vallecano,Zaragoza,0,1
152,20/01/1980,1979-1980,17,Sevilla,Hércules,2,1
153,20/01/1980,1979-1980,17,Valencia,Betis,2,2
154,26/01/1980,1979-1980,18,Sevilla,Sporting de Gijón,1,0
155,27/01/1980,1979-1980,18,AD Almería,Español,1,1
156,27/01/1980,1979-1980,18,Athletic Club,Salamanca,2,0
157,27/01/1980,1979-1980,18,Atlético de Madrid,Hércules,2,1
158,27/01/1980,1979-1980,18,Barcelona,Zaragoza,2,0
159,27/01/1980,1979-1980,18,Las Palmas,Real Sociedad,2,2
160,27/01/1980,1979-1980,18,CD Málaga,Burgos,3,1
161,27/01/1980,1979-1980,18,Rayo Vallecano,Betis,0,1
162,27/01/1980,1979-1980,18,Valencia,Real Madrid,2,0
163,3/2/1980,1979-1980,19,Betis,Barcelona,2,1
164,3/2/1980,1979-1980,19,Burgos,Sevilla,1,0
165,3/2/1980,1979-1980,19,Español,CD Málaga,1,1
166,3/2/1980,1979-1980,19,Sporting de Gijón,Atlético de Madrid,0,0
167,3/2/1980,1979-1980,19,Hércules,Las Palmas,1,0
168,3/2/1980,1979-1980,19,Real Sociedad,Athletic Club,4,0
169,3/2/1980,1979-1980,19,Real Madrid,Rayo Vallecano,7,0
170,3/2/1980,1979-1980,19,Salamanca,Valencia,1,1
171,3/2/1980,1979-1980,19,Zaragoza,AD Almería,0,0
172,10/2/1980,1979-1980,20,AD Almería,Betis,1,1
173,10/2/1980,1979-1980,20,Athletic Club,Hércules,2,1
174,10/2/1980,1979-1980,20,Atlético de Madrid,Burgos,1,0
175,10/2/1980,1979-1980,20,Barcelona,Real Madrid,0,2
176,10/2/1980,1979-1980,20,Las Palmas,Sporting de Gijón,4,2
177,10/2/1980,1979-1980,20,Rayo Vallecano,Salamanca,1,2
178,10/2/1980,1979-1980,20,Sevilla,CD Málaga,3,1
179,10/2/1980,1979-1980,20,Valencia,Real Sociedad,0,0
180,10/2/1980,1979-1980,20,Zaragoza,Español,1,1
181,17/02/1980,1979-1980,21,Betis,Zaragoza,1,0
182,17/02/1980,1979-1980,21,Burgos,Las Palmas,2,2
183,17/02/1980,1979-1980,21,Español,Sevilla,1,0
184,17/02/1980,1979-1980,21,Sporting de Gijón,Athletic Club,2,0
185,17/02/1980,1979-1980,21,Hércules,Valencia,1,1
186,17/02/1980,1979-1980,21,CD Málaga,Atlético de Madrid,1,0
187,17/02/1980,1979-1980,21,Real Sociedad,Rayo Vallecano,4,0
188,17/02/1980,1979-1980,21,Real Madrid,AD Almería,4,1
189,17/02/1980,1979-1980,21,Salamanca,Barcelona,1,1
190,23/02/1980,1979-1980,22,Barcelona,Real Sociedad,0,0
191,23/02/1980,1979-1980,22,Betis,Español,2,0
192,24/02/1980,1979-1980,22,AD Almería,Salamanca,2,0
193,24/02/1980,1979-1980,22,Athletic Club,Burgos,1,0
194,24/02/1980,1979-1980,22,Atlético de Madrid,Sevilla,3,2
195,24/02/1980,1979-1980,22,Las Palmas,CD Málaga,1,1
196,24/02/1980,1979-1980,22,Rayo Vallecano,Hércules,2,1
197,24/02/1980,1979-1980,22,Valencia,Sporting de Gijón,3,1
198,24/02/1980,1979-1980,22,Zaragoza,Real Madrid,0,1
199,1/3/1980,1979-1980,23,Real Madrid,Betis,1,1
200,2/3/1980,1979-1980,23,Burgos,Valencia,1,1
201,2/3/1980,1979-1980,23,Español,Atlético de Madrid,0,1
202,2/3/1980,1979-1980,23,Sporting de Gijón,Rayo Vallecano,1,0
203,2/3/1980,1979-1980,23,Hércules,Barcelona,1,1
204,2/3/1980,1979-1980,23,CD Málaga,Athletic Club,1,0
205,2/3/1980,1979-1980,23,Real Sociedad,AD Almería,1,0
206,2/3/1980,1979-1980,23,Salamanca,Zaragoza,0,1
207,2/3/1980,1979-1980,23,Sevilla,Las Palmas,0,1
208,8/3/1980,1979-1980,24,Athletic Club,Sevilla,4,3
209,8/3/1980,1979-1980,24,Betis,Salamanca,2,0
210,8/3/1980,1979-1980,24,Las Palmas,Atlético de Madrid,4,2
211,9/3/1980,1979-1980,24,AD Almería,Hércules,2,0
212,9/3/1980,1979-1980,24,Barcelona,Sporting de Gijón,0,0
213,9/3/1980,1979-1980,24,Rayo Vallecano,Burgos,5,2
214,9/3/1980,1979-1980,24,Real Madrid,Español,2,0
215,9/3/1980,1979-1980,24,Valencia,CD Málaga,3,1
216,9/3/1980,1979-1980,24,Zaragoza,Real Sociedad,0,2
217,16/03/1980,1979-1980,25,Atlético de Madrid,Athletic Club,0,1
218,16/03/1980,1979-1980,25,Burgos,Barcelona,0,0
219,16/03/1980,1979-1980,25,Español,Las Palmas,0,1
220,16/03/1980,1979-1980,25,Sporting de Gijón,AD Almería,1,0
221,16/03/1980,1979-1980,25,Hércules,Zaragoza,3,1
222,16/03/1980,1979-1980,25,CD Málaga,Rayo Vallecano,1,3
223,16/03/1980,1979-1980,25,Real Sociedad,Betis,0,0
224,16/03/1980,1979-1980,25,Salamanca,Real Madrid,1,1
225,16/03/1980,1979-1980,25,Sevilla,Valencia,2,1
226,23/03/1980,1979-1980,26,AD Almería,Burgos,2,0
227,23/03/1980,1979-1980,26,Athletic Club,Las Palmas,3,0
228,23/03/1980,1979-1980,26,Barcelona,CD Málaga,3,0
229,23/03/1980,1979-1980,26,Betis,Hércules,2,0
230,23/03/1980,1979-1980,26,Rayo Vallecano,Sevilla,1,1
231,23/03/1980,1979-1980,26,Real Madrid,Real Sociedad,2,2
232,23/03/1980,1979-1980,26,Salamanca,Español,2,0
233,23/03/1980,1979-1980,26,Valencia,Atlético de Madrid,2,1
234,23/03/1980,1979-1980,26,Zaragoza,Sporting de Gijón,1,0
235,29/03/1980,1979-1980,27,Sporting de Gijón,Betis,3,1
236,29/03/1980,1979-1980,27,Las Palmas,Valencia,2,1
237,30/03/1980,1979-1980,27,Atlético de Madrid,Rayo Vallecano,2,1
238,30/03/1980,1979-1980,27,Burgos,Zaragoza,0,1
239,30/03/1980,1979-1980,27,Español,Athletic Club,0,0
240,30/03/1980,1979-1980,27,Hércules,Real Madrid,0,0
241,30/03/1980,1979-1980,27,Real Sociedad,Salamanca,1,0
242,30/03/1980,1979-1980,27,Sevilla,Barcelona,3,1
243,5/4/1980,1979-1980,28,Real Madrid,Sporting de Gijón,1,0
244,5/4/1980,1979-1980,28,Valencia,Athletic Club,2,0
245,6/4/1980,1979-1980,28,AD Almería,Sevilla,2,2
246,6/4/1980,1979-1980,28,Barcelona,Atlético de Madrid,1,0
247,6/4/1980,1979-1980,28,Betis,Burgos,3,1
248,6/4/1980,1979-1980,28,Real Sociedad,Español,1,0
249,6/4/1980,1979-1980,28,Rayo Vallecano,Las Palmas,1,0
250,6/4/1980,1979-1980,28,Salamanca,Hércules,2,1
251,6/4/1980,1979-1980,28,Zaragoza,CD Málaga,3,1
252,12/4/1980,1979-1980,29,Las Palmas,Barcelona,0,1
253,13/04/1980,1979-1980,29,Athletic Club,Rayo Vallecano,4,1
254,13/04/1980,1979-1980,29,Atlético de Madrid,AD Almería,4,1
255,13/04/1980,1979-1980,29,Burgos,Real Madrid,1,2
256,13/04/1980,1979-1980,29,Español,Valencia,1,1
257,13/04/1980,1979-1980,29,Sporting de Gijón,Salamanca,0,0
258,13/04/1980,1979-1980,29,Hércules,Real Sociedad,0,0
259,13/04/1980,1979-1980,29,CD Málaga,Betis,1,0
260,13/04/1980,1979-1980,29,Sevilla,Zaragoza,2,1
261,19/04/1980,1979-1980,30,Real Madrid,CD Málaga,2,1
262,20/04/1980,1979-1980,30,AD Almería,Las Palmas,3,0
263,20/04/1980,1979-1980,30,Barcelona,Athletic Club,1,0
264,20/04/1980,1979-1980,30,Betis,Sevilla,4,0
265,20/04/1980,1979-1980,30,Hércules,Español,0,1
266,20/04/1980,1979-1980,30,Real Sociedad,Sporting de Gijón,4,1
267,20/04/1980,1979-1980,30,Rayo Vallecano,Valencia,1,0
268,20/04/1980,1979-1980,30,Salamanca,Burgos,1,3
269,20/04/1980,1979-1980,30,Zaragoza,Atlético de Madrid,0,0
270,26/04/1980,1979-1980,31,Sporting de Gijón,Hércules,0,0
271,26/04/1980,1979-1980,31,Las Palmas,Zaragoza,0,0
272,27/04/1980,1979-1980,31,Athletic Club,AD Almería,3,0
273,27/04/1980,1979-1980,31,Atlético de Madrid,Betis,3,1
274,27/04/1980,1979-1980,31,Burgos,Real Sociedad,1,3
275,27/04/1980,1979-1980,31,Español,Rayo Vallecano,1,0
276,27/04/1980,1979-1980,31,CD Málaga,Salamanca,0,3
277,27/04/1980,1979-1980,31,Sevilla,Real Madrid,1,1
278,27/04/1980,1979-1980,31,Valencia,Barcelona,1,1
279,4/5/1980,1979-1980,32,AD Almería,Valencia,1,0
280,4/5/1980,1979-1980,32,Barcelona,Rayo Vallecano,2,1
281,4/5/1980,1979-1980,32,Betis,Las Palmas,3,0
282,4/5/1980,1979-1980,32,Sporting de Gijón,Español,2,0
283,4/5/1980,1979-1980,32,Hércules,Burgos,3,0
284,4/5/1980,1979-1980,32,Real Sociedad,CD Málaga,3,1
285,4/5/1980,1979-1980,32,Real Madrid,Atlético de Madrid,4,0
286,4/5/1980,1979-1980,32,Salamanca,Sevilla,2,1
287,4/5/1980,1979-1980,32,Zaragoza,Athletic Club,1,0
288,10/5/1980,1979-1980,33,Valencia,Zaragoza,3,0
289,11/5/1980,1979-1980,33,Athletic Club,Betis,2,2
290,11/5/1980,1979-1980,33,Atlético de Madrid,Salamanca,0,1
291,11/5/1980,1979-1980,33,Barcelona,Español,3,1
292,11/5/1980,1979-1980,33,Burgos,Sporting de Gijón,0,3
293,11/5/1980,1979-1980,33,Las Palmas,Real Madrid,1,2
294,11/5/1980,1979-1980,33,CD Málaga,Hércules,0,2
295,11/5/1980,1979-1980,33,Rayo Vallecano,AD Almería,1,2
296,11/5/1980,1979-1980,33,Sevilla,Real Sociedad,2,1
297,6/9/1980,1980-1981,1,Español,Hércules,2,1
298,6/9/1980,1980-1981,1,Sporting de Gijón,Betis,2,0
299,6/9/1980,1980-1981,1,Sevilla,Salamanca,1,0
300,6/9/1980,1980-1981,1,Valencia,Real Sociedad,3,2
301,7/9/1980,1980-1981,1,AD Almería,Real Madrid,1,2
302,7/9/1980,1980-1981,1,Athletic Club,Zaragoza,0,1
303,7/9/1980,1980-1981,1,Atlético de Madrid,Valladolid,5,2
304,7/9/1980,1980-1981,1,Murcia,Barcelona,1,2
305,7/9/1980,1980-1981,1,Osasuna,Las Palmas,1,0
306,13/09/1980,1980-1981,2,Barcelona,Español,3,1
307,13/09/1980,1980-1981,2,Las Palmas,Atlético de Madrid,1,1
308,13/09/1980,1980-1981,2,Real Sociedad,Osasuna,2,1
309,13/09/1980,1980-1981,2,Salamanca,Murcia,0,3
310,13/09/1980,1980-1981,2,Valencia,Betis,3,1
311,14/09/1980,1980-1981,2,Hércules,Sporting de Gijón,1,1
312,14/09/1980,1980-1981,2,Real Madrid,Athletic Club,7,1
313,14/09/1980,1980-1981,2,Valladolid,AD Almería,0,0
314,14/09/1980,1980-1981,2,Zaragoza,Sevilla,2,0
315,20/09/1980,1980-1981,3,Español,Salamanca,2,1
316,21/09/1980,1980-1981,3,Athletic Club,Valladolid,4,1
317,21/09/1980,1980-1981,3,Atlético de Madrid,AD Almería,2,1
318,21/09/1980,1980-1981,3,Sporting de Gijón,Barcelona,2,1
319,21/09/1980,1980-1981,3,Las Palmas,Real Sociedad,0,3
320,21/09/1980,1980-1981,3,Murcia,Zaragoza,0,1
321,21/09/1980,1980-1981,3,Osasuna,Betis,1,2
322,21/09/1980,1980-1981,3,Sevilla,Real Madrid,2,0
323,21/09/1980,1980-1981,3,Valencia,Hércules,0,2
324,27/09/1980,1980-1981,4,Barcelona,Valencia,0,3
325,27/09/1980,1980-1981,4,Real Sociedad,Atlético de Madrid,2,2
326,28/09/1980,1980-1981,4,AD Almería,Athletic Club,1,1
327,28/09/1980,1980-1981,4,Betis,Las Palmas,4,1
328,28/09/1980,1980-1981,4,Hércules,Osasuna,0,0
329,28/09/1980,1980-1981,4,Real Madrid,Murcia,4,0
330,28/09/1980,1980-1981,4,Salamanca,Sporting de Gijón,2,2
331,28/09/1980,1980-1981,4,Valladolid,Sevilla,2,3
332,28/09/1980,1980-1981,4,Zaragoza,Español,2,1
333,4/10/1980,1980-1981,5,Las Palmas,Hércules,1,1
334,5/10/1980,1980-1981,5,Atlético de Madrid,Athletic Club,2,1
335,5/10/1980,1980-1981,5,Español,Real Madrid,2,1
336,5/10/1980,1980-1981,5,Sporting de Gijón,Zaragoza,1,1
337,5/10/1980,1980-1981,5,Murcia,Valladolid,0,0
338,5/10/1980,1980-1981,5,Osasuna,Barcelona,1,0
339,5/10/1980,1980-1981,5,Real Sociedad,Betis,2,2
340,5/10/1980,1980-1981,5,Sevilla,AD Almería,1,0
341,5/10/1980,1980-1981,5,Valencia,Salamanca,3,0
342,11/10/1980,1980-1981,6,Athletic Club,Sevilla,3,0
343,12/10/1980,1980-1981,6,AD Almería,Murcia,0,0
344,12/10/1980,1980-1981,6,Barcelona,Las Palmas,1,0
345,12/10/1980,1980-1981,6,Betis,Atlético de Madrid,0,1
346,12/10/1980,1980-1981,6,Hércules,Real Sociedad,2,0
347,12/10/1980,1980-1981,6,Real Madrid,Sporting de Gijón,1,0
348,12/10/1980,1980-1981,6,Salamanca,Osasuna,1,2
349,12/10/1980,1980-1981,6,Valladolid,Español,3,1
350,12/10/1980,1980-1981,6,Zaragoza,Valencia,1,1
351,18/10/1980,1980-1981,7,Las Palmas,Salamanca,1,1
352,18/10/1980,1980-1981,7,Valencia,Real Madrid,2,1
353,19/10/1980,1980-1981,7,Atlético de Madrid,Sevilla,2,0
354,19/10/1980,1980-1981,7,Betis,Hércules,2,0
355,19/10/1980,1980-1981,7,Español,AD Almería,1,0
356,19/10/1980,1980-1981,7,Sporting de Gijón,Valladolid,4,1
357,19/10/1980,1980-1981,7,Murcia,Athletic Club,5,4
358,19/10/1980,1980-1981,7,Osasuna,Zaragoza,1,0
359,19/10/1980,1980-1981,7,Real Sociedad,Barcelona,2,0
360,26/10/1980,1980-1981,8,AD Almería,Sporting de Gijón,1,1
361,26/10/1980,1980-1981,8,Athletic Club,Español,1,2
362,26/10/1980,1980-1981,8,Barcelona,Betis,1,3
363,26/10/1980,1980-1981,8,Hércules,Atlético de Madrid,1,2
364,26/10/1980,1980-1981,8,Real Madrid,Osasuna,3,1
365,26/10/1980,1980-1981,8,Salamanca,Real Sociedad,0,2
366,26/10/1980,1980-1981,8,Sevilla,Murcia,1,0
367,26/10/1980,1980-1981,8,Valladolid,Valencia,2,0
368,26/10/1980,1980-1981,8,Zaragoza,Las Palmas,2,3
369,1/11/1980,1980-1981,9,Las Palmas,Real Madrid,1,0
370,1/11/1980,1980-1981,9,Real Sociedad,Zaragoza,1,0
371,1/11/1980,1980-1981,9,Valencia,AD Almería,3,1
372,2/11/1980,1980-1981,9,Atlético de Madrid,Murcia,2,1
373,2/11/1980,1980-1981,9,Betis,Salamanca,5,0
374,2/11/1980,1980-1981,9,Español,Sevilla,2,2
375,2/11/1980,1980-1981,9,Sporting de Gijón,Athletic Club,1,1
376,2/11/1980,1980-1981,9,Hércules,Barcelona,0,1
377,2/11/1980,1980-1981,9,Osasuna,Valladolid,2,0
378,9/11/1980,1980-1981,10,AD Almería,Osasuna,1,1
379,9/11/1980,1980-1981,10,Athletic Club,Valencia,4,0
380,9/11/1980,1980-1981,10,Barcelona,Atlético de Madrid,4,2
381,9/11/1980,1980-1981,10,Murcia,Español,1,1
382,9/11/1980,1980-1981,10,Real Madrid,Real Sociedad,1,0
383,9/11/1980,1980-1981,10,Salamanca,Hércules,0,1
384,9/11/1980,1980-1981,10,Sevilla,Sporting de Gijón,3,2
385,9/11/1980,1980-1981,10,Valladolid,Las Palmas,3,1
386,9/11/1980,1980-1981,10,Zaragoza,Betis,2,0
387,15/11/1980,1980-1981,11,Las Palmas,AD Almería,3,0
388,16/11/1980,1980-1981,11,Atlético de Madrid,Español,1,0
389,16/11/1980,1980-1981,11,Barcelona,Salamanca,3,0
390,16/11/1980,1980-1981,11,Betis,Real Madrid,1,1
391,16/11/1980,1980-1981,11,Sporting de Gijón,Murcia,2,0
392,16/11/1980,1980-1981,11,Hércules,Zaragoza,1,1
393,16/11/1980,1980-1981,11,Osasuna,Athletic Club,2,0
394,16/11/1980,1980-1981,11,Real Sociedad,Valladolid,1,0
395,16/11/1980,1980-1981,11,Valencia,Sevilla,2,0
396,23/11/1980,1980-1981,12,AD Almería,Real Sociedad,3,2
397,23/11/1980,1980-1981,12,Athletic Club,Las Palmas,1,3
398,23/11/1980,1980-1981,12,Español,Sporting de Gijón,1,0
399,23/11/1980,1980-1981,12,Murcia,Valencia,0,2
400,23/11/1980,1980-1981,12,Real Madrid,Hércules,3,0
401,23/11/1980,1980-1981,12,Salamanca,Atlético de Madrid,1,1
402,23/11/1980,1980-1981,12,Sevilla,Osasuna,1,0
403,23/11/1980,1980-1981,12,Valladolid,Betis,2,1
404,23/11/1980,1980-1981,12,Zaragoza,Barcelona,1,2
405,29/11/1980,1980-1981,13,Las Palmas,Sevilla,1,2
406,30/11/1980,1980-1981,13,Atlético de Madrid,Sporting de Gijón,0,0
407,30/11/1980,1980-1981,13,Barcelona,Real Madrid,2,1
408,30/11/1980,1980-1981,13,Betis,AD Almería,2,0
409,30/11/1980,1980-1981,13,Hércules,Valladolid,1,1
